,corp_code,corp_name,stock_code,modify_date
51356,00646149,푸른당진지키미, ,20210209
51357,00108269,농심켈로그, ,20210209
51358,00645982,푸른제주지키미, ,20210209
51359,01408342,일상의친구, ,20210209
51360,01495685,농업회사법인명성, ,20200910
51361,01494589,민주실업, ,20200918
51362,01509641,선월하이파크밸리, ,20201102
51363,01510328,제이스톤제일차, ,20201104
51364,01510337,에스제이본동제삼차, ,20201104
51365,01510355,블루문오렌지, ,20201104
51366,01510364,에스에스케이제일차, ,20201104
51367,01510373,에스에스케이제이차, ,20201104
51368,01510382,에스에스케이제삼차, ,20201104
51369,01510391,블루버드제삼차, ,20201104
51370,01510407,티알제오차, ,20201104
51371,01510416,비케이자양제일차, ,20201104
51372,01510425,비케이자양제이차, ,20201104
51373,01510443,에프엔고양덕은, ,20201104
51374,01510452,뉴스타세교, ,20201104
51375,01510470,드림자인제일차유동화전문유한회사, ,20201104
51376,01511327,에이치에프디공삼유동화전문유한회사, ,20201109
51377,01257951,신보2017제6차유동화전문유한회사, ,20201109
51378,01511363,중앙인베스트, ,20201109
51379,01476219,교보10호기업인수목적,355150,20210126
51380,01075302,아이엠텍, ,20210126
51381,01279643,케이에이제십일차유동화전문유한회사, ,20210126
51382,01524622,페블스톤엠디피에프브이, ,20210126
51383,00959177,실리만, ,20210126
51384,00478797,광교회계법인, ,20210126
51385,01040157,제이엔케이티, ,20210126
51386,01375099,반찬단지, ,20210126
51387,00183570,영산콘크리트공업, ,20210217
51388,01142677,안택건설, ,20210217
51389,00649401,인천항보안공사, ,20210217
51390,01414422,아이비김영,339950,20210217
51391,00967307,에스엠에이치, ,20210217
51392,00617749,유한정밀, ,20210217
51393,00235101,우창, ,20210217
51394,00816456,대동철강공업, ,20210217
51395,00569868,세일단조, ,20210217
51396,00487908,국일철강, ,20210217
51397,01364622,청우중공업, ,20210217
51398,01504196,메인건설, ,20210217
51399,01210686,스카이소프트젤, ,20210217
51400,01063273,우아한형제들, ,20210217
51401,00572598,카라신, ,20210217
51402,00451888,캐스탑, ,20210217
51403,01010882,포소드, ,20210217
51404,00186063,진웅산업, ,20210217
51405,01281949,신성종합건축사사무소, ,20210217
51406,01400456,한성엠에스, ,20210217
51407,00865106,함안자원, ,20210217
51408,00579917,에이치씨글로벌, ,20210217
51409,01155608,상주수상태양광, ,20200609
51410,01100255,쿠오니지티에스코리아, ,20200609
51411,01485271,하나마이크론제이차, ,20200609
51412,01485299,에이블알리제이차, ,20200609
51413,00455477,공간세라믹, ,20200611
51414,01497382,용진종합건설, ,20200909
51415,01498956,"CPM,LLC", ,20200910
51416,01498965,에이원알바트로스, ,20200910
51417,00866257,미래해운, ,20210215
51418,00892182,엘케이하이테크, ,20210215
51419,00113988,우신세이프티시스템, ,20210215
51420,01527294,동부엔텍, ,20210215
51421,00222259,대주정공, ,20210215
51422,01378175,코크렙제43호위탁관리부동산투자회사, ,20210215
51423,00191524,대주중공업, ,20210215
51424,01142516,페이펄유통, ,20210215
51425,00520319,프리마타마, ,20210215
51426,00317575,골드라인, ,20210215
51427,00576169,인천북항부두운영, ,20210215
51428,01461420,프라임엔시스템, ,20210215
51429,01035942,메디안디노스틱,233250,20210215
51430,01137082,육대장, ,20210215
51431,01380019,남북메디칼, ,20210215
51432,00923525,대원디씨, ,20210215
51433,01015009,송산산업단지개발, ,20210215
51434,01379563,에스팀, ,20210215
51435,01529335,대신로지스제일차, ,20210215
51436,00677282,케이엠에스제약, ,20210215
51437,00813802,연호, ,20210215
51438,01529344,대신로지스제이차, ,20210215
51439,01383894,티페이, ,20210215
51440,00662882,비지에프푸드, ,20210215
51441,00417167,풍원정밀, ,20210215
51442,01529353,제이온블루, ,20210215
51443,00232937,청주방송, ,20210215
51444,01142136,비지에프휴먼넷, ,20210215
51445,01028599,큐원솔라, ,20210215
51446,00940267,부산산성터널, ,20210215
51447,00826240,나이스신용정보, ,20210215
51448,01291256,대홍산업, ,20210215
51449,01157226,로제캐피탈대부, ,20210215
51450,00210704,웅진개발, ,20210215
51451,01484971,플랜업탕정제이차, ,20200605
51452,01408333,에어스트, ,20200605
51453,01080456,재우, ,20200720
51454,01497249,에이치에프아이공삼비유동화전문유한회사, ,20200908
51455,01498026,인벡스자산운용, ,20200909
51456,01505964,스틱스페셜시츄에이션사모투자, ,20201013
51457,01505973,뉴포트글로벌, ,20201013
51458,00468754,서두산업, ,20201015
51459,01505362,동은, ,20201015
51460,01505706,이화개발, ,20201015
51461,01506468,레이디티디에프, ,20201015
51462,01484528,샤이닝스톤고덕, ,20200603
51463,00526818,아사히카세이케미칼즈코리아, ,20200603
51464,01088485,성보산업개발, ,20200604
51465,01086265,에쓰엘브이피에프브이, ,20200604
51466,01147946,강진테크놀리지, ,20200604
51467,01495436,정안티에스, ,20200914
51468,01499557,와이디피피, ,20200914
51469,01499566,케이와이에이치, ,20200914
51470,01499593,신보2020제16차유동화전문유한회사, ,20200914
51471,01499609,신보2020제14차유동화전문유한회사, ,20200914
51472,01499618,신보2020제15차유동화전문유한회사, ,20200914
51473,01499742,블루엠제육차, ,20200914
51474,01511655,엠디파크제일차, ,20201111
51475,01087866,와이앤케이파트너스대부, ,20201111
51476,01511682,제이알에이치알제일차, ,20201111
51477,00646246,푸른여수지키미, ,20210209
51478,00763330,오션스위츠, ,20210209
51479,01298213,야드인, ,20210209
51480,01353060,유유테이진메디케어, ,20210209
51481,00608741,푸른아산지키미, ,20210209
51482,01285884,와이컴, ,20210209
51483,00608200,푸른김해지키미, ,20210209
51484,00769626,행국초관리, ,20210209
51485,00522210,디엠씨테크, ,20210209
51486,01375664,세명하이트, ,20210209
51487,01215779,육육걸즈, ,20210209
51488,01301766,이오비스, ,20210209
51489,01144684,평구로지스, ,20210209
51490,00832214,김포해병대관리, ,20210209
51491,01024797,승진통신, ,20210209
51492,00920360,대한, ,20210209
51493,00809359,우리캐스트, ,20210209
51494,01462216,제부여객, ,20210215
51495,00886826,로버스트자산운용, ,20200623
51496,01364686,코스온인터내셔널, ,20200623
51497,00456689,대웅개발, ,20200623
51498,00806200,필라, ,20200625
51499,01511354,뉴먼알에이치엠, ,20201109
51500,01509854,코우치코리아리미티드, ,20201109
51501,01511530,크리시아, ,20201110
51502,00191287,대동금속,020400,20201110
51503,01511761,휴먼하이테크, ,20201112
51504,01302400,누비지오, ,20210127
51505,01302941,정훈, ,20210127
51506,01402092,레몬트리지움, ,20210127
51507,00519076,마제스티골프코리아, ,20210127
51508,00914721,일신에프에이, ,20210127
51509,00521910,동아전지, ,20210127
51510,00350163,한국애질런트테크놀로지스, ,20210127
51511,00257732,한국정밀기계,101680,20210128
51512,00989600,엠즈씨드, ,20210217
51513,00960216,국원토건, ,20210217
51514,00477114,삼천리이에스, ,20210217
51515,01476769,동일금속레이져, ,20210217
51516,00565330,더콜로니구리, ,20210217
51517,00247665,에스아이, ,20210217
51518,00643027,동광레저, ,20210217
51519,00861137,청하고려인삼, ,20210217
51520,01455304,갑을, ,20210217
51521,00799177,삼기,122350,20210217
51522,00258351,동그린, ,20210217
